Open_time,Open_price,High_price,Low_price,Close_price,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_volume,Taker_buy_quote_volume,Ignore
2025-10-08T19:40:00.000Z,2.9061,2.9062,2.9048,2.9048,111731.0,2025-10-08T19:40:59.999Z,324623.27206,519,false,20154.5,58559.72076
