Open_time,Open_price,High_price,Low_price,Close_price,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_volume,Taker_buy_quote_volume,Ignore
2026-01-05T22:52:00.000Z,2.3329,2.3330,2.3303,2.3308,181298.2,2026-01-05T22:52:59.999Z,422774.58874,596,false,37079.7,86428.72397
